award_value,organisation
150000,The University of Bristol
229000,The University of Bristol
186000,The University of Bristol
1465000,The University of Bristol
90000,The University of Bristol
198000,The University of Bristol
310000,The University of Bristol
196000,The University of Bristol
396000,The University of Bristol
397000,The University of Bristol
405000,The University of Bristol
432000,The University of Bristol
623000,The University of Bristol
148000,The University of Bristol
302000,The University of Bristol
604000,The University of Bristol
1836000,The University of Bristol
173000,The University of Bristol
463000,The University of Bristol
395000,The University of Bristol
718000,The University of Bristol
1266000,The University of Bristol
201000,The University of Bristol
278000,The University of Bristol
297000,The University of Bristol
316000,The University of Bristol
313000,The University of Bristol
404000,The University of Bristol
1848000,The University of Bristol
533000,The University of Bristol
604000,The University of Bristol
314000,The University of Bristol
508000,The University of Bristol
226000,The University of Bristol
712000,The University of Bristol
1848000,The University of Bristol
2562000,The University of Bristol
28000,The University of Bristol
71000,The University of Bristol
152000,The University of Bristol
149000,The University of Bristol
830000,The University of Bristol
377000,The University of Bristol
1265000,The University of Bristol
738000,The University of Bristol
1092000,The University of Bristol
560000,The University of Bristol
812000,The University of Bristol
306000,The University of Bristol
318000,The University of Bristol
2919000,The University of Bristol
542000,The University of Bristol
713000,The University of Bristol
713000,The University of Bristol
661000,The University of Bristol
1992000,The University of Bristol
253000,The University of Bristol
252000,The University of Bristol
477000,The University of Bristol
244000,The University of Bristol
278000,The University of Bristol
440000,The University of Bristol
504000,The University of Bristol
414000,The University of Bristol
6623000,The University of Bristol
494000,The University of Bristol
631000,The University of Bristol
229000,The University of Bristol
224000,The University of Bristol
93000,The University of Bristol
952000,The University of Bristol
679000,The University of Bristol
353000,The University of Bristol
285000,The University of Bristol
523000,The University of Bristol
666000,The University of Bristol
143000,The University of Bristol
76000,The University of Bristol
101000,The University of Bristol
543000,The University of Cambridge
630000,The University of Cambridge
358000,The University of Cambridge
315000,The University of Cambridge
2109000,The University of Cambridge
464000,The University of Cambridge
541000,The University of Cambridge
630000,The University of Cambridge
1618000,The University of Cambridge
306000,The University of Cambridge
1599000,The University of Cambridge
403000,The University of Cambridge
1864000,The University of Cambridge
688000,The University of Cambridge
753000,The University of Cambridge
347000,The University of Cambridge
2199000,The University of Cambridge
351000,The University of Cambridge
300000,The University of Cambridge
387000,The University of Cambridge
409000,The University of Cambridge
622000,The University of Cambridge
3208000,The University of Cambridge
1252000,The University of Cambridge
217000,The University of Cambridge
1049000,The University of Cambridge
1802000,The University of Cambridge
228000,The University of Cambridge
385000,The University of Cambridge
911000,The University of Cambridge
493000,The University of Cambridge
559000,The University of Cambridge
2066000,The University of Cambridge
551000,The University of Cambridge
553000,The University of Cambridge
208000,The University of Cambridge
910000,The University of Cambridge
2044000,The University of Cambridge
900000,The University of Cambridge
2809000,The University of Cambridge
637000,The University of Cambridge
684000,The University of Cambridge
2090000,The University of Cambridge
198000,The University of Cambridge
694000,The University of Cambridge
409000,The University of Cambridge
202000,The University of Cambridge
292000,The University of Cambridge
1224000,The University of Cambridge
267000,The University of Cambridge
581000,The University of Cambridge
473000,The University of Cambridge
2132000,The University of Cambridge
218000,The University of Cambridge
672000,The University of Cambridge
377000,The University of Cambridge
423000,The University of Cambridge
223000,The University of Cambridge
603000,The University of Cambridge
427000,The University of Cambridge
426000,The University of Cambridge
8134000,The University of Cambridge
203000,The University of Cambridge
36000,The University of Cambridge
875000,The University of Cambridge
352000,The University of Cambridge
375000,The University of Cambridge
228000,The University of Cambridge
191000,The University of Cambridge
639000,The University of Cambridge
236000,The University of Cambridge
235000,The University of Cambridge
2201000,The University of Cambridge
1346000,The University of Cambridge
1010000,The University of Cambridge
463000,The University of Cambridge
356000,The University of Cambridge
756000,The University of Cambridge
758000,The University of Cambridge
1839000,The University of Cambridge
701000,The University of Cambridge
480000,The University of Cambridge
4095000,The University of Cambridge
358000,The University of Cambridge
416000,The University of Cambridge
752000,The University of Cambridge
1139000,The University of Cambridge
557000,The University of Cambridge
1504000,The University of Cambridge
406000,The University of Cambridge
500000,The University of Cambridge
344000,The University of Cambridge
1864000,The University of Cambridge
567000,The University of Cambridge
1286000,The University of Cambridge
1752000,The University of Cambridge
329000,The University of Cambridge
451000,The University of Cambridge
609000,The University of Cambridge
1054000,The University of Cambridge
268000,The University of Cambridge
