fy_decision_date,ukri_council,grant_category,reference,organisation
2019-20,MRC,Research and Innovation Grant,MR/T003057/1,Birkbeck College
2019-20,MRC,Research and Innovation Grant,MR/T003057/1,King's College London
2019-20,MRC,Research and Innovation Grant,MR/T003057/1,King's College London
2019-20,MRC,Research and Innovation Grant,MR/T003111/1,"Imperial College of Science, Technology and Medicine"
2019-20,MRC,Research and Innovation Grant,MR/T003111/1,"Imperial College of Science, Technology and Medicine"
2019-20,MRC,Research and Innovation Grant,MR/T003111/1,"Imperial College of Science, Technology and Medicine"
2019-20,MRC,Research and Innovation Grant,MR/T003111/1,MRC London Institute of Medical Sciences
2019-20,MRC,Research and Innovation Grant,MR/T003162/1,The University of Edinburgh
2019-20,MRC,Research and Innovation Grant,MR/T003200/1,London School of Hygiene and Tropical Medicine
2019-20,MRC,Research and Innovation Grant,MR/T003200/1,London School of Hygiene and Tropical Medicine
2019-20,MRC,Research and Innovation Grant,MR/T003200/1,London School of Hygiene and Tropical Medicine
2019-20,MRC,Research and Innovation Grant,MR/T003200/1,OPHID (Org for Public Heath Interv &Dev)
2019-20,MRC,Research and Innovation Grant,MR/T003200/1,OPHID (Org for Public Heath Interv &Dev)
2019-20,MRC,Research and Innovation Grant,MR/T003200/1,OPHID (Org for Public Heath Interv &Dev)
2019-20,MRC,Research and Innovation Grant,MR/T003200/1,SHM Foundation
2019-20,MRC,Research and Innovation Grant,MR/T003200/1,The University of Oxford
2019-20,MRC,Research and Innovation Grant,MR/T00326X/1,Liverpool School of Tropical Medicine
2019-20,MRC,Research and Innovation Grant,MR/T00326X/1,Liverpool School of Tropical Medicine
2019-20,MRC,Research and Innovation Grant,MR/T00326X/1,Mbarara University of Sci and Tech
2019-20,MRC,Research and Innovation Grant,MR/T00326X/1,National Blood Service Ghana
2019-20,MRC,Research and Innovation Grant,MR/T00326X/1,The University of Liverpool
2019-20,MRC,Research and Innovation Grant,MR/T003324/1,Liverpool School of Tropical Medicine
2019-20,MRC,Research and Innovation Grant,MR/T003324/1,LVCT Health
2019-20,MRC,Research and Innovation Grant,MR/T003375/1,London School of Hygiene and Tropical Medicine
2019-20,MRC,Research and Innovation Grant,MR/T003375/1,London School of Hygiene and Tropical Medicine
2019-20,MRC,Research and Innovation Grant,MR/T003375/1,"The Aga Khan University, Pakistan"
2019-20,MRC,Research and Innovation Grant,MR/T003375/1,"The Aga Khan University, Pakistan"
2019-20,MRC,Research and Innovation Grant,MR/T003375/1,"The Aga Khan University, Pakistan"
2019-20,MRC,Research and Innovation Grant,MR/T003375/1,"The Aga Khan University, Pakistan"
2019-20,MRC,Research and Innovation Grant,MR/T003375/1,University of Karachi
2019-20,MRC,Research and Innovation Grant,MR/T003383/1,The University of Stirling
2019-20,MRC,Research and Innovation Grant,MR/T003383/1,Edinburgh Napier University
2019-20,MRC,Research and Innovation Grant,MR/T003383/1,NHS Lothian
2019-20,MRC,Research and Innovation Grant,MR/T003383/1,The University of Aberdeen
2019-20,MRC,Research and Innovation Grant,MR/T003383/1,The University of Dundee
2019-20,MRC,Research and Innovation Grant,MR/T003383/1,The University of Edinburgh
2019-20,MRC,Fellowship,MR/T003391/1,The University of Exeter
2019-20,MRC,Research and Innovation Grant,MR/T003480/1,The University of Oxford
2019-20,MRC,Research and Innovation Grant,MR/T003480/1,George Inst for Global Health Australia
2019-20,MRC,Research and Innovation Grant,MR/T003480/1,George Washington University
2019-20,MRC,Research and Innovation Grant,MR/T003480/1,Johns Hopkins Bloomberg School of PH
2019-20,MRC,Research and Innovation Grant,MR/T003480/1,Makerere University
2019-20,MRC,Research and Innovation Grant,MR/T003480/1,Makerere University
2019-20,MRC,Research and Innovation Grant,MR/T003480/1,The University of Oxford
2019-20,MRC,Research and Innovation Grant,MR/T003480/1,The University of Oxford
2019-20,MRC,Research and Innovation Grant,MR/T003480/1,University of New South Wales
2019-20,MRC,Research and Innovation Grant,MR/T003537/1,University of Nottingham
2019-20,MRC,Research and Innovation Grant,MR/T003537/1,All India Inst of Medical Sciences Delhi
2019-20,MRC,Research and Innovation Grant,MR/T003537/1,JB Roy State Ayurvedic Med Coll & Hosp
2019-20,MRC,Research and Innovation Grant,MR/T003537/1,London School of Hygiene and Tropical Medicine
2019-20,MRC,Research and Innovation Grant,MR/T003537/1,Sree Chitra Tirunal Inst for Med Sci
2019-20,MRC,Research and Innovation Grant,MR/T003537/1,The University of Birmingham
2019-20,MRC,Research and Innovation Grant,MR/T003537/1,University College London
2019-20,MRC,Research and Innovation Grant,MR/T003537/1,University of Nottingham
2019-20,MRC,Research and Innovation Grant,MR/T003537/1,University of Nottingham
2019-20,MRC,Research and Innovation Grant,MR/T003553/1,The University of Oxford
2019-20,MRC,Research and Innovation Grant,MR/T003553/1,Mahidol Oxford Research Unit
2019-20,MRC,Research and Innovation Grant,MR/T003553/1,Mahidol Oxford Research Unit
2019-20,MRC,Research and Innovation Grant,MR/T003553/1,The University of Oxford
2019-20,MRC,Research and Innovation Grant,MR/T003553/1,The University of Oxford
2019-20,MRC,Research and Innovation Grant,MR/T003553/1,The University of Oxford
2019-20,MRC,Research and Innovation Grant,MR/T003618/1,The University of Southampton
2019-20,MRC,Research and Innovation Grant,MR/T003618/1,Mbarara University of Sci and Tech
2019-20,MRC,Research and Innovation Grant,MR/T003618/1,Mbarara University of Sci and Tech
2019-20,MRC,Research and Innovation Grant,MR/T003618/1,The University of Southampton
2019-20,MRC,Research and Innovation Grant,MR/T003618/1,The University of Southampton
2019-20,MRC,Research and Innovation Grant,MR/T003618/1,The University of Southampton
2019-20,MRC,Research and Innovation Grant,MR/T003618/1,The University of Southampton
2019-20,MRC,Research and Innovation Grant,MR/T003626/1,Madras Diabetes Research Foundation
2019-20,MRC,Research and Innovation Grant,MR/T003626/1,Madras Diabetes Research Foundation
2019-20,MRC,Research and Innovation Grant,MR/T003626/1,Madras Diabetes Research Foundation
2019-20,MRC,Research and Innovation Grant,MR/T003626/1,Madras Diabetes Research Foundation
2019-20,MRC,Research and Innovation Grant,MR/T003626/1,The University of Dundee
2019-20,MRC,Research and Innovation Grant,MR/T003677/1,London School of Hygiene and Tropical Medicine
2019-20,MRC,Research and Innovation Grant,MR/T003677/1,Ifakara Health Institute (IHI)
2019-20,MRC,Research and Innovation Grant,MR/T003677/1,Ifakara Health Institute (IHI)
2019-20,MRC,Research and Innovation Grant,MR/T003782/1,The University of Leeds
2019-20,MRC,Research and Innovation Grant,MR/T003782/1,Fatima Jinnah Medical University
2019-20,MRC,Research and Innovation Grant,MR/T003782/1,Health Department Punjab
2019-20,MRC,Research and Innovation Grant,MR/T003782/1,Leeds Teaching Hospitals NHS Trust
2019-20,MRC,Research and Innovation Grant,MR/T003782/1,Thalassaemia Society of Pakistan
2019-20,MRC,Research and Innovation Grant,MR/T003782/1,Thalassaemia Society of Pakistan
2019-20,MRC,Research and Innovation Grant,MR/T003847/1,University College London
2019-20,MRC,Research and Innovation Grant,MR/T003847/1,Peking University
2019-20,MRC,Research and Innovation Grant,MR/T003847/1,Peking University Health Science Centre
2019-20,MRC,Research and Innovation Grant,MR/T003847/1,Peking University Health Science Centre
2019-20,MRC,Research and Innovation Grant,MR/T003847/1,Peking University Health Science Centre
2019-20,MRC,Research and Innovation Grant,MR/T003847/1,University College London
2019-20,MRC,Research and Innovation Grant,MR/T003847/1,University College London
2019-20,MRC,Research and Innovation Grant,MR/T003847/1,University College London
2019-20,MRC,Research and Innovation Grant,MR/T003928/1,"St George's, University of London"
2019-20,MRC,Research and Innovation Grant,MR/T003928/1,Child Health Research Foundation CHRF
2019-20,MRC,Research and Innovation Grant,MR/T003928/1,Child Health Research Foundation CHRF
2019-20,MRC,Research and Innovation Grant,MR/T003928/1,"St George's, University of London"
2019-20,MRC,Research and Innovation Grant,MR/T003928/1,"St George's, University of London"
2019-20,MRC,Research and Innovation Grant,MR/T003928/1,"St George's, University of London"
2019-20,MRC,Research and Innovation Grant,MR/T003928/1,Stellenbosch University
2019-20,MRC,Research and Innovation Grant,MR/T003928/1,Stellenbosch University
2019-20,MRC,Research and Innovation Grant,MR/T003928/1,Stellenbosch University
2019-20,MRC,Research and Innovation Grant,MR/T003928/1,University College London
2019-20,MRC,Research and Innovation Grant,MR/T003928/1,University College London
2019-20,MRC,Research and Innovation Grant,MR/T003944/1,Wits Health Consortium (Pty) Ltd
2019-20,MRC,Research and Innovation Grant,MR/T003944/1,Wits Health Consortium (Pty) Ltd
2019-20,MRC,Research and Innovation Grant,MR/T003952/1,London School of Hygiene and Tropical Medicine
2019-20,MRC,Research and Innovation Grant,MR/T003952/1,Gaston Berger University of Saint-Louis
2019-20,MRC,Research and Innovation Grant,MR/T003952/1,London School of Hygiene and Tropical Medicine
2019-20,MRC,Research and Innovation Grant,MR/T003952/1,London School of Hygiene and Tropical Medicine
2019-20,MRC,Research and Innovation Grant,MR/T003952/1,Makerere University
2019-20,MRC,Research and Innovation Grant,MR/T003952/1,Ministry of Health Gambia
2019-20,MRC,Research and Innovation Grant,MR/T003952/1,University of Jos
2019-20,MRC,Research and Innovation Grant,MR/T003960/1,London School of Hygiene and Tropical Medicine
2019-20,MRC,Research and Innovation Grant,MR/T003960/1,King's College London
2019-20,MRC,Research and Innovation Grant,MR/T003960/1,London School of Hygiene and Tropical Medicine
2019-20,MRC,Research and Innovation Grant,MR/T003960/1,National Nutrition Agency  (NaNA)
2019-20,MRC,Research and Innovation Grant,MR/T003987/1,The University of Manchester
2019-20,MRC,Research and Innovation Grant,MR/T003987/1,The University of Liverpool
2019-20,MRC,Research and Innovation Grant,MR/T003987/1,The University of Manchester
2019-20,MRC,Research and Innovation Grant,MR/T003987/1,The University of Manchester
2019-20,MRC,Research and Innovation Grant,MR/T003987/1,The University of Manchester
2019-20,MRC,Research and Innovation Grant,MR/T003987/1,University of Indonesia
2019-20,MRC,Research and Innovation Grant,MR/T003987/1,University of Indonesia
2019-20,MRC,Research and Innovation Grant,MR/T003995/1,London School of Hygiene and Tropical Medicine
2019-20,MRC,Research and Innovation Grant,MR/T004045/1,Liverpool School of Tropical Medicine
2019-20,MRC,Research and Innovation Grant,MR/T004045/1,Infectious Diseases Institute (IDI)
2019-20,MRC,Research and Innovation Grant,MR/T004045/1,Infectious Diseases Institute (IDI)
2019-20,MRC,Research and Innovation Grant,MR/T004045/1,Liverpool School of Tropical Medicine
2019-20,MRC,Research and Innovation Grant,MR/T004045/1,Makerere University
2019-20,MRC,Research and Innovation Grant,MR/T004134/1,The University of Leeds
2019-20,MRC,Research and Innovation Grant,MR/T004134/1,The University of Leeds
2019-20,MRC,Research and Innovation Grant,MR/T004134/1,The University of Leeds
2019-20,MRC,Research and Innovation Grant,MR/T004142/1,King's College London
2019-20,MRC,Research and Innovation Grant,MR/T004142/1,King's College London
2019-20,MRC,Research and Innovation Grant,MR/T004142/1,The University of Birmingham
2019-20,MRC,Research and Innovation Grant,MR/T004185/1,Newcastle University
2019-20,MRC,Research and Innovation Grant,MR/T004185/1,Cardiff University
2019-20,MRC,Research and Innovation Grant,MR/T004185/1,Eberhard Karls University of Tubingen
2019-20,MRC,Research and Innovation Grant,MR/T004185/1,Newcastle University
2019-20,MRC,Research and Innovation Grant,MR/T004185/1,Newcastle University
2019-20,MRC,Research and Innovation Grant,MR/T004231/1,Newcastle University
2019-20,MRC,Research and Innovation Grant,MR/T004231/1,Newcastle University
2019-20,MRC,Research and Innovation Grant,MR/T004231/1,Newcastle University
2019-20,MRC,Research and Innovation Grant,MR/T004231/1,Newcastle University
2019-20,MRC,Research and Innovation Grant,MR/T004231/1,The University of Cambridge
2019-20,MRC,Research and Innovation Grant,MR/T004231/1,Wellcome Trust Sanger Institute
2019-20,MRC,Research and Innovation Grant,MR/T004231/1,Wellcome Trust Sanger Institute
2019-20,MRC,Research and Innovation Grant,MR/T004339/1,King's College London
2019-20,MRC,Research and Innovation Grant,MR/T004339/1,Guys Kings and St Thomas
2019-20,MRC,Research and Innovation Grant,MR/T004339/1,King's College London
2019-20,MRC,Research and Innovation Grant,MR/T004347/1,Newcastle University
2019-20,MRC,Research and Innovation Grant,MR/T004347/1,Korea University
2019-20,MRC,Research and Innovation Grant,MR/T004347/1,Korea University
2019-20,MRC,Research and Innovation Grant,MR/T004347/1,Newcastle University
2019-20,MRC,Research and Innovation Grant,MR/T004347/1,Newcastle University
2019-20,MRC,Research and Innovation Grant,MR/T004363/1,The University of Glasgow
2019-20,MRC,Research and Innovation Grant,MR/T004363/1,Korea University
2019-20,MRC,Research and Innovation Grant,MR/T004959/1,The University of York
2019-20,MRC,Research and Innovation Grant,MR/T004959/1,ARK Foundation
2019-20,MRC,Research and Innovation Grant,MR/T004959/1,ARK Foundation
2019-20,MRC,Research and Innovation Grant,MR/T004959/1,"The Aga Khan University, Pakistan"
2019-20,MRC,Research and Innovation Grant,MR/T004959/1,"The Aga Khan University, Pakistan"
2019-20,MRC,Research and Innovation Grant,MR/T004959/1,"The Aga Khan University, Pakistan"
2019-20,MRC,Research and Innovation Grant,MR/T004959/1,"The Aga Khan University, Pakistan"
2019-20,MRC,Research and Innovation Grant,MR/T004959/1,The University of Edinburgh
2019-20,MRC,Research and Innovation Grant,MR/T004959/1,The University of Leeds
2019-20,MRC,Research and Innovation Grant,MR/T004959/1,The University of York
2019-20,MRC,Research and Innovation Grant,MR/T004959/1,The University of York
2019-20,MRC,Research and Innovation Grant,MR/T004959/1,The University of York
